tunecache	0.7.2	0.7.2	cpu_arch=x86_64,gpu_arch=sm_35,cuda_version=7000	# Last updated Fri Jan 29 22:21:00 2016

volume	name	aux	block.x	block.y	block.z	grid.x	grid.y	grid.z	shared_bytes	comment
24x48x48x2	N4quda3DotId6float26float4EE	vol=110592,stride=110592,precision=4,TwistFlavour=-1	896	1	1	27	1	1	7168	# 37.86 Gflop/s, 151.45 GB/s, tuned Fri Jan 29 19:23:16 2016
24x48x48x2	N4quda3xpyI7double2S1_EE	vol=110592,stride=110592,precision=8,TwistFlavour=-1	768	1	1	28	1	1	0	# 7.31 Gflop/s, 175.43 GB/s, tuned Fri Jan 29 19:23:24 2016
24x48x48x2	N4quda4axpyI6float26float4EE	vol=110592,stride=110592,precision=4,TwistFlavour=-1	832	1	1	27	1	1	0	# 28.99 Gflop/s, 173.94 GB/s, tuned Fri Jan 29 19:23:25 2016
24x48x48x2	N4quda4axpyI7double2S1_EE	vol=110592,stride=110592,precision=4,TwistFlavour=-1,vol=110592,stride=110592,precision=8,TwistFlavour=-1	1024	1	1	12	1	1	0	# 17.30 Gflop/s, 103.80 GB/s, tuned Fri Jan 29 19:23:22 2016
24x48x48x2	N4quda4xpayI6float26float4EE	vol=110592,stride=110592,precision=4,TwistFlavour=-1	800	1	1	28	1	1	0	# 29.03 Gflop/s, 174.16 GB/s, tuned Fri Jan 29 19:23:26 2016
24x48x48x2	N4quda5Norm2Id7double2S1_EE	vol=110592,stride=110592,precision=8,TwistFlavour=-1	864	1	1	28	1	1	6912	# 37.03 Gflop/s, 148.11 GB/s, tuned Fri Jan 29 19:23:09 2016
24x48x48x2	N4quda8axpyZpbxI7double2S1_EE	vol=110592,stride=110592,precision=4,TwistFlavour=-1,vol=110592,stride=110592,precision=8,TwistFlavour=-1	512	1	1	8	1	1	0	# 46.84 Gflop/s, 117.11 GB/s, tuned Fri Jan 29 19:23:18 2016
24x48x48x2	N4quda8xmyNorm2Id7double2S1_EE	vol=110592,stride=110592,precision=8,TwistFlavour=-1	832	1	1	28	1	1	6656	# 20.79 Gflop/s, 166.28 GB/s, tuned Fri Jan 29 19:23:12 2016
24x48x48x2	copyKernel	dst=vol=110592,stride=110592,precision=4,TwistFlavour=-1,src=vol=110592,stride=110592,precision=8,TwistFlavour=-1	1024	1	1	12	1	1	0	# 0.00 Gflop/s, 170.70 GB/s, tuned Fri Jan 29 19:23:12 2016
24x48x48x2	copyKernel	dst=vol=110592,stride=110592,precision=8,TwistFlavour=-1,src=vol=110592,stride=110592,precision=4,TwistFlavour=-1	992	1	1	28	1	1	0	# 0.00 Gflop/s, 163.42 GB/s, tuned Fri Jan 29 19:23:19 2016
24x48x48x4	N4quda10CovDevCudaId7double2EE	type=exterior_t,comm=0000,reconstruct=8	184	1	1	301	1	1	6145	# 4.91 Gflop/s, 6.00 GB/s, tuned Thu Dec 17 00:26:20 2015
24x48x48x4	N4quda10CovDevCudaId7double2EE	type=exterior_t,comm=0000,reconstruct=8,dagger	466	1	1	119	1	1	9831	# 4.89 Gflop/s, 5.98 GB/s, tuned Thu Dec 17 00:26:34 2015
24x48x48x4	N4quda10CovDevCudaId7double2EE	type=interior,comm=0000,ghost=0000,reconstruct=8	448	1	1	494	1	1	7022	# 53.07 Gflop/s, 754.73 GB/s, tuned Thu Dec 17 00:26:05 2015
24x48x48x4	N4quda10CovDevCudaId7double2EE	type=interior,comm=0000,ghost=0000,reconstruct=8,dagger	64	1	1	3456	1	1	0	# 52.33 Gflop/s, 744.22 GB/s, tuned Thu Dec 17 00:26:06 2015
24x48x48x4	N4quda10Gamma5CudaI7double2EE	type=default	288	1	1	768	1	1	9831	# 5.20 Gflop/s, 208.13 GB/s, tuned Thu Dec 17 00:26:03 2015
24x48x48x4	N4quda11axpyCGNorm2I7double26float26float4EE	vol=221184,stride=221184,precision=4,TwistFlavour=-1	1024	1	1	28	1	1	16384	# 80.60 Gflop/s, 161.21 GB/s, tuned Thu Dec 17 00:25:27 2015
24x48x48x4	N4quda12ContractCudaI7double2S1_EE	type=gamma5	96	1	1	2304	1	1	24576	# 13.55 Gflop/s, 54.21 GB/s, tuned Thu Dec 17 00:26:03 2015
24x48x48x4	N4quda12ContractCudaI7double2S1_EE	type=gamma5-minus	96	1	1	2304	1	1	24576	# 7.83 Gflop/s, 31.31 GB/s, tuned Thu Dec 17 00:26:07 2015
24x48x48x4	N4quda12ContractCudaI7double2S1_EE	type=gamma5-plus	96	1	1	2304	1	1	24576	# 7.88 Gflop/s, 31.53 GB/s, tuned Thu Dec 17 00:26:06 2015
24x48x48x4	N4quda16WilsonDslashCudaI7double2S1_EE	type=exterior_t,comm=0001,reconstruct=8,Xpay	96	1	1	2304	1	1	0	# 43.98 Gflop/s, 117.28 GB/s, tuned Thu Dec 17 00:25:02 2015
24x48x48x4	N4quda16WilsonDslashCudaI7double2S1_EE	type=interior,comm=0001,ghost=0001,reconstruct=8,Xpay	96	1	1	2304	1	1	0	# 136.60 Gflop/s, 191.62 GB/s, tuned Thu Dec 17 00:25:02 2015
24x48x48x4	N4quda20AsymCloverDslashCudaI7double2S1_S1_EE	type=exterior_t,comm=0001,reconstruct=8,Xpay	64	1	1	3456	1	1	0	# 57.69 Gflop/s, 153.84 GB/s, tuned Thu Dec 17 00:26:03 2015
24x48x48x4	N4quda20AsymCloverDslashCudaI7double2S1_S1_EE	type=interior,comm=0001,ghost=0001,reconstruct=8,Xpay	128	1	1	1728	1	1	16385	# 80.26 Gflop/s, 106.65 GB/s, tuned Thu Dec 17 00:26:03 2015
24x48x48x4	N4quda21TwistCloverGamma5CudaI7double2S1_EE	vol=221184,stride=221184,precision=8,TwistFlavour=-1,inverse	384	1	1	576	1	1	16385	# 2.62 Gflop/s, 52.39 GB/s, tuned Thu Dec 17 00:25:01 2015
24x48x48x4	N4quda22HeavyQuarkResidualNormI7double37double2S2_EE	vol=221184,stride=221184,precision=8,TwistFlavour=-1	1024	1	1	12	1	1	24576	# 42.25 Gflop/s, 169.01 GB/s, tuned Thu Dec 17 00:25:21 2015
24x48x48x4	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=exterior_t,Dslash,comm=0001,reconstruct=8	320	1	1	692	1	1	7022	# 30.12 Gflop/s, 33.98 GB/s, tuned Thu Dec 17 00:25:22 2015
24x48x48x4	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=exterior_t,Dslash,comm=0001,reconstruct=8,dagger	640	1	1	346	1	1	9831	# 30.09 Gflop/s, 33.95 GB/s, tuned Thu Dec 17 00:25:22 2015
24x48x48x4	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=exterior_t,DslashCloverTwist,comm=0001,reconstruct=8,Xpay	160	1	1	1383	1	1	0	# 51.33 Gflop/s, 68.45 GB/s, tuned Thu Dec 17 00:25:22 2015
24x48x48x4	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=exterior_t,DslashCloverTwist,comm=0001,reconstruct=8,Xpay,dagger	608	1	1	364	1	1	8193	# 51.40 Gflop/s, 68.54 GB/s, tuned Thu Dec 17 00:25:23 2015
24x48x48x4	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=interior,Dslash,comm=0001,ghost=0001,reconstruct=8	64	1	1	3456	1	1	0	# 321.86 Gflop/s, 219.60 GB/s, tuned Thu Dec 17 00:25:21 2015
24x48x48x4	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=interior,Dslash,comm=0001,ghost=0001,reconstruct=8,dagger	128	1	1	1728	1	1	0	# 322.22 Gflop/s, 219.84 GB/s, tuned Thu Dec 17 00:25:22 2015
24x48x48x4	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=interior,DslashCloverTwist,comm=0001,ghost=0001,reconstruct=8,Xpay	320	1	1	692	1	1	16385	# 366.15 Gflop/s, 236.85 GB/s, tuned Thu Dec 17 00:25:22 2015
24x48x48x4	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=interior,DslashCloverTwist,comm=0001,ghost=0001,reconstruct=8,Xpay,dagger	640	1	1	346	1	1	24577	# 367.33 Gflop/s, 237.61 GB/s, tuned Thu Dec 17 00:25:23 2015
24x48x48x4	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=exterior_t,Dslash,comm=0001,reconstruct=8	128	1	1	1728	1	1	7022	# 14.66 Gflop/s, 33.08 GB/s, tuned Thu Dec 17 00:25:12 2015
24x48x48x4	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=exterior_t,Dslash,comm=0001,reconstruct=8,dagger	64	1	1	3456	1	1	0	# 14.67 Gflop/s, 33.11 GB/s, tuned Thu Dec 17 00:25:03 2015
24x48x48x4	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=exterior_t,DslashCloverTwist,comm=0001,reconstruct=8,Xpay	64	1	1	3456	1	1	0	# 23.87 Gflop/s, 63.66 GB/s, tuned Thu Dec 17 00:25:13 2015
24x48x48x4	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=exterior_t,DslashCloverTwist,comm=0001,reconstruct=8,Xpay,dagger	128	1	1	1728	1	1	0	# 23.85 Gflop/s, 63.59 GB/s, tuned Thu Dec 17 00:25:03 2015
24x48x48x4	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=interior,Dslash,comm=0001,ghost=0001,reconstruct=8	64	1	1	3456	1	1	0	# 92.70 Gflop/s, 126.50 GB/s, tuned Thu Dec 17 00:25:12 2015
24x48x48x4	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=interior,Dslash,comm=0001,ghost=0001,reconstruct=8,dagger	192	1	1	1152	1	1	6145	# 112.69 Gflop/s, 153.77 GB/s, tuned Thu Dec 17 00:25:02 2015
24x48x48x4	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=interior,DslashCloverTwist,comm=0001,ghost=0001,reconstruct=8,Xpay	64	1	1	3456	1	1	0	# 99.61 Gflop/s, 128.87 GB/s, tuned Thu Dec 17 00:25:13 2015
24x48x48x4	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=interior,DslashCloverTwist,comm=0001,ghost=0001,reconstruct=8,Xpay,dagger	32	1	1	6912	1	1	0	# 103.30 Gflop/s, 133.64 GB/s, tuned Thu Dec 17 00:25:03 2015
24x48x48x4	N4quda25xpyHeavyQuarkResidualNormI7double37double2S2_EE	vol=221184,stride=221184,precision=8,TwistFlavour=-1	1024	1	1	12	1	1	24576	# 35.90 Gflop/s, 172.34 GB/s, tuned Thu Dec 17 00:25:34 2015
24x48x48x4	N4quda3DotId6float26float4EE	vol=221184,stride=221184,precision=4,TwistFlavour=-1	928	1	1	28	1	1	7424	# 41.49 Gflop/s, 165.94 GB/s, tuned Thu Dec 17 00:25:25 2015
24x48x48x4	N4quda3xpyI7double2S1_EE	vol=221184,stride=221184,precision=8,TwistFlavour=-1	768	1	1	28	1	1	0	# 7.33 Gflop/s, 175.91 GB/s, tuned Thu Dec 17 00:25:41 2015
24x48x48x4	N4quda4axpyI6float26float4EE	vol=221184,stride=221184,precision=4,TwistFlavour=-1	832	1	1	28	1	1	0	# 29.38 Gflop/s, 176.26 GB/s, tuned Thu Dec 17 00:25:43 2015
24x48x48x4	N4quda4axpyI7double2S1_EE	vol=221184,stride=221184,precision=4,TwistFlavour=-1,vol=221184,stride=221184,precision=8,TwistFlavour=-1	896	1	1	10	1	1	0	# 17.18 Gflop/s, 103.05 GB/s, tuned Thu Dec 17 00:25:37 2015
24x48x48x4	N4quda4xpayI6float26float4EE	vol=221184,stride=221184,precision=4,TwistFlavour=-1	768	1	1	28	1	1	0	# 29.50 Gflop/s, 177.03 GB/s, tuned Thu Dec 17 00:25:44 2015
24x48x48x4	N4quda5Norm2Id7double2S1_EE	vol=221184,stride=221184,precision=8,TwistFlavour=-1	928	1	1	28	1	1	7424	# 40.33 Gflop/s, 161.32 GB/s, tuned Thu Dec 17 00:25:12 2015
24x48x48x4	N4quda8axpyZpbxI7double2S1_EE	vol=221184,stride=221184,precision=4,TwistFlavour=-1,vol=221184,stride=221184,precision=8,TwistFlavour=-1	256	1	1	11	1	1	0	# 46.84 Gflop/s, 117.10 GB/s, tuned Thu Dec 17 00:25:29 2015
24x48x48x4	N4quda8xmyNorm2Id7double2S1_EE	vol=221184,stride=221184,precision=8,TwistFlavour=-1	832	1	1	28	1	1	6656	# 21.19 Gflop/s, 169.55 GB/s, tuned Thu Dec 17 00:25:17 2015
24x48x48x4	copyKernel	dst=vol=221184,stride=221184,precision=4,TwistFlavour=-1,src=vol=221184,stride=221184,precision=8,TwistFlavour=-1	1024	1	1	12	1	1	0	# 0.00 Gflop/s, 171.22 GB/s, tuned Thu Dec 17 00:25:19 2015
24x48x48x4	copyKernel	dst=vol=221184,stride=221184,precision=8,TwistFlavour=-1,src=vol=221184,stride=221184,precision=4,TwistFlavour=-1	608	1	1	28	1	1	0	# 0.00 Gflop/s, 160.27 GB/s, tuned Thu Dec 17 00:25:31 2015
24x48x48x6	N4quda10CovDevCudaId7double2EE	type=exterior_t,comm=0000,reconstruct=8	424	1	1	131	1	1	7022	# 7.32 Gflop/s, 5.97 GB/s, tuned Mon Jan  4 12:13:23 2016
24x48x48x6	N4quda10CovDevCudaId7double2EE	type=exterior_t,comm=0000,reconstruct=8,dagger	40	1	1	1383	1	1	0	# 7.33 Gflop/s, 5.97 GB/s, tuned Mon Jan  4 12:13:36 2016
24x48x48x6	N4quda10CovDevCudaId7double2EE	type=interior,comm=0000,ghost=0000,reconstruct=8	176	1	1	1886	1	1	7022	# 53.73 Gflop/s, 764.21 GB/s, tuned Mon Jan  4 12:13:06 2016
24x48x48x6	N4quda10CovDevCudaId7double2EE	type=interior,comm=0000,ghost=0000,reconstruct=8,dagger	208	1	1	1596	1	1	0	# 53.51 Gflop/s, 761.04 GB/s, tuned Mon Jan  4 12:13:08 2016
24x48x48x6	N4quda10Gamma5CudaI7double2EE	type=default	288	1	1	1152	1	1	9831	# 5.25 Gflop/s, 195.92 GB/s, tuned Mon Jan  4 12:13:04 2016
24x48x48x6	N4quda11axpyCGNorm2I7double26float26float4EE	vol=331776,stride=331776,precision=4,TwistFlavour=-1	1024	1	1	28	1	1	16384	# 82.38 Gflop/s, 164.76 GB/s, tuned Mon Jan  4 12:12:24 2016
24x48x48x6	N4quda12ContractCudaI7double2S1_EE	type=gamma5	96	1	1	3456	1	1	24576	# 13.67 Gflop/s, 51.05 GB/s, tuned Mon Jan  4 12:13:04 2016
24x48x48x6	N4quda12ContractCudaI7double2S1_EE	type=gamma5-minus	96	1	1	3456	1	1	24576	# 8.01 Gflop/s, 29.90 GB/s, tuned Mon Jan  4 12:13:09 2016
24x48x48x6	N4quda12ContractCudaI7double2S1_EE	type=gamma5-plus	96	1	1	3456	1	1	24576	# 7.97 Gflop/s, 29.76 GB/s, tuned Mon Jan  4 12:13:09 2016
24x48x48x6	N4quda16WilsonDslashCudaI7double2S1_EE	type=exterior_t,comm=0001,reconstruct=8,Xpay	96	1	1	3456	1	1	0	# 43.97 Gflop/s, 117.25 GB/s, tuned Mon Jan  4 12:11:54 2016
24x48x48x6	N4quda16WilsonDslashCudaI7double2S1_EE	type=interior,comm=0001,ghost=0001,reconstruct=8,Xpay	96	1	1	3456	1	1	0	# 137.53 Gflop/s, 197.48 GB/s, tuned Mon Jan  4 12:11:54 2016
24x48x48x6	N4quda20AsymCloverDslashCudaI7double2S1_S1_EE	type=exterior_t,comm=0001,reconstruct=8,Xpay	128	1	1	2592	1	1	0	# 56.72 Gflop/s, 151.26 GB/s, tuned Mon Jan  4 12:13:03 2016
24x48x48x6	N4quda20AsymCloverDslashCudaI7double2S1_S1_EE	type=interior,comm=0001,ghost=0001,reconstruct=8,Xpay	128	1	1	2592	1	1	0	# 76.96 Gflop/s, 104.20 GB/s, tuned Mon Jan  4 12:13:03 2016
24x48x48x6	N4quda21TwistCloverGamma5CudaI7double2S1_EE	vol=331776,stride=331776,precision=8,TwistFlavour=-1,inverse	384	1	1	864	1	1	12289	# 2.63 Gflop/s, 49.01 GB/s, tuned Mon Jan  4 12:11:54 2016
24x48x48x6	N4quda22HeavyQuarkResidualNormI7double37double2S2_EE	vol=331776,stride=331776,precision=8,TwistFlavour=-1	1024	1	1	12	1	1	24576	# 43.66 Gflop/s, 174.62 GB/s, tuned Mon Jan  4 12:12:15 2016
24x48x48x6	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=exterior_t,Dslash,comm=0001,reconstruct=8	640	1	1	519	1	1	16385	# 30.34 Gflop/s, 34.23 GB/s, tuned Mon Jan  4 12:12:15 2016
24x48x48x6	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=exterior_t,Dslash,comm=0001,reconstruct=8,dagger	64	1	1	5184	1	1	0	# 30.30 Gflop/s, 34.19 GB/s, tuned Mon Jan  4 12:12:16 2016
24x48x48x6	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=exterior_t,DslashCloverTwist,comm=0001,reconstruct=8,Xpay	640	1	1	519	1	1	12289	# 50.87 Gflop/s, 67.83 GB/s, tuned Mon Jan  4 12:12:16 2016
24x48x48x6	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=exterior_t,DslashCloverTwist,comm=0001,reconstruct=8,Xpay,dagger	576	1	1	576	1	1	8193	# 51.26 Gflop/s, 68.34 GB/s, tuned Mon Jan  4 12:12:17 2016
24x48x48x6	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=interior,Dslash,comm=0001,ghost=0001,reconstruct=8	64	1	1	5184	1	1	0	# 295.17 Gflop/s, 203.27 GB/s, tuned Mon Jan  4 12:12:15 2016
24x48x48x6	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=interior,Dslash,comm=0001,ghost=0001,reconstruct=8,dagger	160	1	1	2074	1	1	0	# 295.52 Gflop/s, 203.51 GB/s, tuned Mon Jan  4 12:12:16 2016
24x48x48x6	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=interior,DslashCloverTwist,comm=0001,ghost=0001,reconstruct=8,Xpay	640	1	1	519	1	1	8193	# 347.32 Gflop/s, 229.05 GB/s, tuned Mon Jan  4 12:12:16 2016
24x48x48x6	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=interior,DslashCloverTwist,comm=0001,ghost=0001,reconstruct=8,Xpay,dagger	640	1	1	519	1	1	16385	# 347.28 Gflop/s, 229.02 GB/s, tuned Mon Jan  4 12:12:17 2016
24x48x48x6	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=exterior_t,Dslash,comm=0001,reconstruct=8	128	1	1	2592	1	1	7022	# 14.71 Gflop/s, 33.19 GB/s, tuned Mon Jan  4 12:12:02 2016
24x48x48x6	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=exterior_t,Dslash,comm=0001,reconstruct=8,dagger	128	1	1	2592	1	1	0	# 14.70 Gflop/s, 33.17 GB/s, tuned Mon Jan  4 12:11:56 2016
24x48x48x6	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=exterior_t,DslashCloverTwist,comm=0001,reconstruct=8,Xpay	128	1	1	2592	1	1	7022	# 23.86 Gflop/s, 63.63 GB/s, tuned Mon Jan  4 12:12:02 2016
24x48x48x6	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=exterior_t,DslashCloverTwist,comm=0001,reconstruct=8,Xpay,dagger	128	1	1	2592	1	1	7022	# 23.84 Gflop/s, 63.57 GB/s, tuned Mon Jan  4 12:11:56 2016
24x48x48x6	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=interior,Dslash,comm=0001,ghost=0001,reconstruct=8	128	1	1	2592	1	1	0	# 79.92 Gflop/s, 110.07 GB/s, tuned Mon Jan  4 12:12:01 2016
24x48x48x6	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=interior,Dslash,comm=0001,ghost=0001,reconstruct=8,dagger	64	1	1	5184	1	1	0	# 98.13 Gflop/s, 135.15 GB/s, tuned Mon Jan  4 12:11:55 2016
24x48x48x6	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=interior,DslashCloverTwist,comm=0001,ghost=0001,reconstruct=8,Xpay	32	1	1	10368	1	1	0	# 90.44 Gflop/s, 119.29 GB/s, tuned Mon Jan  4 12:12:02 2016
24x48x48x6	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=interior,DslashCloverTwist,comm=0001,ghost=0001,reconstruct=8,Xpay,dagger	32	1	1	10368	1	1	0	# 88.47 Gflop/s, 116.68 GB/s, tuned Mon Jan  4 12:11:56 2016
24x48x48x6	N4quda25xpyHeavyQuarkResidualNormI7double37double2S2_EE	vol=331776,stride=331776,precision=8,TwistFlavour=-1	1024	1	1	12	1	1	24576	# 36.72 Gflop/s, 176.25 GB/s, tuned Mon Jan  4 12:12:34 2016
24x48x48x6	N4quda3DotId6float26float4EE	vol=331776,stride=331776,precision=4,TwistFlavour=-1	960	1	1	28	1	1	7680	# 42.56 Gflop/s, 170.23 GB/s, tuned Mon Jan  4 12:12:20 2016
24x48x48x6	N4quda3xpyI7double2S1_EE	vol=331776,stride=331776,precision=8,TwistFlavour=-1	768	1	1	28	1	1	0	# 7.28 Gflop/s, 174.67 GB/s, tuned Mon Jan  4 12:12:43 2016
24x48x48x6	N4quda4axpyI6float26float4EE	vol=331776,stride=331776,precision=4,TwistFlavour=-1	800	1	1	28	1	1	0	# 29.45 Gflop/s, 176.72 GB/s, tuned Mon Jan  4 12:12:46 2016
24x48x48x6	N4quda4axpyI7double2S1_EE	vol=331776,stride=331776,precision=4,TwistFlavour=-1,vol=331776,stride=331776,precision=8,TwistFlavour=-1	1024	1	1	10	1	1	0	# 17.22 Gflop/s, 103.34 GB/s, tuned Mon Jan  4 12:12:38 2016
24x48x48x6	N4quda4xpayI6float26float4EE	vol=331776,stride=331776,precision=4,TwistFlavour=-1	736	1	1	28	1	1	0	# 29.34 Gflop/s, 176.03 GB/s, tuned Mon Jan  4 12:12:49 2016
24x48x48x6	N4quda5Norm2Id7double2S1_EE	vol=331776,stride=331776,precision=8,TwistFlavour=-1	928	1	1	28	1	1	7424	# 41.60 Gflop/s, 166.40 GB/s, tuned Mon Jan  4 12:12:01 2016
24x48x48x6	N4quda8axpyZpbxI7double2S1_EE	vol=331776,stride=331776,precision=4,TwistFlavour=-1,vol=331776,stride=331776,precision=8,TwistFlavour=-1	512	1	1	6	1	1	0	# 47.21 Gflop/s, 118.01 GB/s, tuned Mon Jan  4 12:12:26 2016
24x48x48x6	N4quda8xmyNorm2Id7double2S1_EE	vol=331776,stride=331776,precision=8,TwistFlavour=-1	832	1	1	27	1	1	6656	# 21.25 Gflop/s, 169.98 GB/s, tuned Mon Jan  4 12:12:09 2016
24x48x48x6	copyKernel	dst=vol=331776,stride=331776,precision=4,TwistFlavour=-1,src=vol=331776,stride=331776,precision=8,TwistFlavour=-1	1024	1	1	12	1	1	0	# 0.00 Gflop/s, 171.57 GB/s, tuned Mon Jan  4 12:12:11 2016
24x48x48x6	copyKernel	dst=vol=331776,stride=331776,precision=8,TwistFlavour=-1,src=vol=331776,stride=331776,precision=4,TwistFlavour=-1	64	1	1	21	1	1	0	# 0.00 Gflop/s, 161.25 GB/s, tuned Mon Jan  4 12:12:29 2016
48x48x48x4	N4quda9GaugePlaqIdNS_11FloatNOrderIdLi18ELi2ELi8EEEEE	threads=221184,prec=8	32	2	1	6912	1	1	0	# 88.97 Gflop/s, 38.15 GB/s, tuned Thu Dec 17 00:25:00 2015
52x52x52x8	N4quda11CopyGaugeExIddLi18ENS_11FloatNOrderIdLi18ELi2ELi8EEES2_EE	out_stride=562432,in_stride=276480,geometery=4	352	1	1	629	1	1	0	# 0.00 Gflop/s, 130.75 GB/s, tuned Thu Dec 17 00:24:55 2015
52x52x52x8	N4quda14ExtractGhostExIdLi18ELi4ELi0ENS_11FloatNOrderIdLi18ELi2ELi8EEEEE	prec=8,stride=562432,extract=0,dimension=0	224	1	1	330	1	1	6145	# 0.00 Gflop/s, 55.79 GB/s, tuned Thu Dec 17 00:24:55 2015
52x52x52x8	N4quda14ExtractGhostExIdLi18ELi4ELi0ENS_11FloatNOrderIdLi18ELi2ELi8EEEEE	prec=8,stride=562432,extract=1,dimension=0	384	1	1	192	1	1	16385	# 0.00 Gflop/s, 99.26 GB/s, tuned Thu Dec 17 00:24:55 2015
52x52x52x8	N4quda14ExtractGhostExIdLi18ELi4ELi1ENS_11FloatNOrderIdLi18ELi2ELi8EEEEE	prec=8,stride=562432,extract=0,dimension=1	128	1	1	624	1	1	0	# 0.00 Gflop/s, 196.16 GB/s, tuned Thu Dec 17 00:24:55 2015
52x52x52x8	N4quda14ExtractGhostExIdLi18ELi4ELi1ENS_11FloatNOrderIdLi18ELi2ELi8EEEEE	prec=8,stride=562432,extract=1,dimension=1	128	1	1	624	1	1	0	# 0.00 Gflop/s, 177.59 GB/s, tuned Thu Dec 17 00:24:55 2015
52x52x52x8	N4quda14ExtractGhostExIdLi18ELi4ELi2ENS_11FloatNOrderIdLi18ELi2ELi8EEEEE	prec=8,stride=562432,extract=0,dimension=2	128	1	1	676	1	1	0	# 0.00 Gflop/s, 199.95 GB/s, tuned Thu Dec 17 00:24:56 2015
52x52x52x8	N4quda14ExtractGhostExIdLi18ELi4ELi2ENS_11FloatNOrderIdLi18ELi2ELi8EEEEE	prec=8,stride=562432,extract=1,dimension=2	96	1	1	902	1	1	0	# 0.00 Gflop/s, 180.36 GB/s, tuned Thu Dec 17 00:24:55 2015
52x52x52x8	N4quda14ExtractGhostExIdLi18ELi4ELi3ENS_11FloatNOrderIdLi18ELi2ELi8EEEEE	prec=8,stride=562432,extract=0,dimension=3	128	1	1	8788	1	1	0	# 0.00 Gflop/s, 213.57 GB/s, tuned Thu Dec 17 00:25:00 2015
52x52x52x8	N4quda14ExtractGhostExIdLi18ELi4ELi3ENS_11FloatNOrderIdLi18ELi2ELi8EEEEE	prec=8,stride=562432,extract=1,dimension=3	128	1	1	8788	1	1	0	# 0.00 Gflop/s, 191.01 GB/s, tuned Thu Dec 17 00:24:58 2015
8x16x16x16	N4quda10CovDevCudaId7double2EE	type=exterior_t,comm=0000,reconstruct=8	158	1	1	13	1	1	9831	# 7.76 Gflop/s, 2.37 GB/s, tuned Mon Jan  4 16:20:10 2016
8x16x16x16	N4quda10CovDevCudaId7double2EE	type=exterior_t,comm=0000,reconstruct=8,dagger	162	1	1	13	1	1	24577	# 7.75 Gflop/s, 2.37 GB/s, tuned Mon Jan  4 16:20:11 2016
8x16x16x16	N4quda10CovDevCudaId7double2EE	type=interior,comm=0000,ghost=0000,reconstruct=8	256	1	1	128	1	1	0	# 51.38 Gflop/s, 730.72 GB/s, tuned Mon Jan  4 16:20:09 2016
8x16x16x16	N4quda10CovDevCudaId7double2EE	type=interior,comm=0000,ghost=0000,reconstruct=8,dagger	128	1	1	256	1	1	0	# 51.52 Gflop/s, 732.76 GB/s, tuned Mon Jan  4 16:20:09 2016
8x16x16x16	N4quda10Gamma5CudaI7double2EE	type=default	576	1	1	57	1	1	6145	# 5.08 Gflop/s, 172.64 GB/s, tuned Mon Jan  4 16:20:08 2016
8x16x16x16	N4quda11axpyCGNorm2I7double26float26float4EE	vol=32768,stride=32768,precision=4,TwistFlavour=-1	416	1	1	26	1	1	6656	# 58.54 Gflop/s, 117.08 GB/s, tuned Mon Jan  4 16:20:05 2016
8x16x16x16	N4quda12ContractCudaI7double2S1_EE	type=gamma5	96	1	1	342	1	1	24576	# 12.80 Gflop/s, 43.52 GB/s, tuned Mon Jan  4 16:20:08 2016
